"ID"	"p"	"p.adj"	"EffectSize"	"threshold"	"comparison"	"sig"
"sp|O00182|LEG9_HUMANGalectin-9OS=HomosapiensGN=LGALS9PE=1SV=2;tr|J3KSY2|J3KSY2_HUMANGalectinOS=HomosapiensGN=LGALS9CPE=4SV=1;sp|Q6DKI2|LEG9C_HUMANGalectin-9COS=HomosapiensGN=LGALS9CPE=1SV=2;sp|Q3B8N2|LEG9B_HUMANGalectin-9BOS=HomosapiensGN=LGALS9BPE=1SV=3;tr|J3QS92|J3QS92_HUMANGalectin(Fragment)OS=HomosapiensGN=LGALS9PE=1SV=1;tr|J3KSA0|J3KSA0_HUMANGalectin(Fragment)OS=HomosapiensGN=LGALS9PE=1SV=1;tr|J3QSH0|J3QSH0_HUMANGalectin(Fragment)OS=HomosapiensGN=LGALS9CPE=4SV=1;tr|J3KS82|J3KS82_HUMANGalectin(Fragment)OS=HomosapiensGN=LGALS9PE=1SV=1;tr|J3KT17|J3KT17_HUMANGalectinOS=HomosapiensGN=LGALS9CPE=4SV=1;tr|J3QR96|J3QR96_HUMANGalectinOS=HomosapiensGN=LGALS9CPE=4SV=1"	0.0160809399498325	0.159994093094225	-0.208751364932564	"TRUE"	1	"non-significant"
"sp|O00203|AP3B1_HUMANAP-3complexsubunitbeta-1OS=HomosapiensGN=AP3B1PE=1SV=3;tr|F5GWU4|F5GWU4_HUMANAP-3complexsubunitbeta-2(Fragment)OS=HomosapiensGN=AP3B2PE=1SV=1;sp|Q13367|AP3B2_HUMANAP-3complexsubunitbeta-2OS=HomosapiensGN=AP3B2PE=1SV=2;tr|F5GYB0|F5GYB0_HUMANAP-3complexsubunitbeta-2OS=HomosapiensGN=AP3B2PE=1SV=1"	0.371657284634283	0.606508206826499	0.105215159382386	"TRUE"	1	"non-significant"
"sp|O14828|SCAM3_HUMANSecretorycarrier-associatedmembraneprotein3OS=HomosapiensGN=SCAMP3PE=1SV=3"	0.670206107694939	0.812501560442271	0.0441942760011163	"TRUE"	1	"non-significant"
"sp|O15127|SCAM2_HUMANSecretorycarrier-associatedmembraneprotein2OS=HomosapiensGN=SCAMP2PE=1SV=2;tr|H3BV04|H3BV04_HUMANSecretorycarrier-associatedmembraneprotein(Fragment)OS=HomosapiensGN=SCAMP2PE=1SV=1;tr|H3BN93|H3BN93_HUMANSecretorycarrier-associatedmembraneproteinOS=HomosapiensGN=SCAMP2PE=1SV=1;tr|H3BUB6|H3BUB6_HUMANSecretorycarrier-associatedmembraneprotein(Fragment)OS=HomosapiensGN=SCAMP2PE=1SV=1;tr|H3BPL9|H3BPL9_HUMANSecretorycarrier-associatedmembraneprotein(Fragment)OS=HomosapiensGN=SCAMP2PE=1SV=1"	0.0340588409735758	0.236431769489413	0.490436466105063	"TRUE"	1	"non-significant"
"sp|O15144|ARPC2_HUMANActin-relatedprotein2/3complexsubunit2OS=HomosapiensGN=ARPC2PE=1SV=1;tr|C9JTV5|C9JTV5_HUMANArp2/3complex34kDasubunit(Fragment)OS=HomosapiensGN=ARPC2PE=1SV=8;tr|G5E9J0|G5E9J0_HUMANArp2/3complex34kDasubunitOS=HomosapiensGN=ARPC2PE=1SV=1;tr|H7C3F9|H7C3F9_HUMANArp2/3complex34kDasubunit(Fragment)OS=HomosapiensGN=ARPC2PE=1SV=1;tr|G5E9S7|G5E9S7_HUMANActinrelatedprotein2/3complex,subunit2,34kDa,isoformCRA_eOS=HomosapiensGN=ARPC2PE=1SV=1"	0.442256496146287	0.677624664806133	-0.0522945854530752	"TRUE"	1	"non-significant"
"sp|O15145|ARPC3_HUMANActin-relatedprotein2/3complexsubunit3OS=HomosapiensGN=ARPC3PE=1SV=3;tr|F8VR50|F8VR50_HUMANActin-relatedprotein2/3complexsubunit3(Fragment)OS=HomosapiensGN=ARPC3PE=1SV=1;tr|C9JZD1|C9JZD1_HUMANActin-relatedprotein2/3complexsubunit3(Fragment)OS=HomosapiensGN=ARPC3PE=1SV=1"	0.613551650477263	0.780883918789244	-0.031074927307098	"TRUE"	1	"non-significant"
"sp|O15511|ARPC5_HUMANActin-relatedprotein2/3complexsubunit5OS=HomosapiensGN=ARPC5PE=1SV=3;tr|B1ALC0|B1ALC0_HUMANActin-relatedprotein2/3complexsubunit5OS=HomosapiensGN=ARPC5PE=1SV=1"	0.110526568781834	0.369993848841635	0.119762243817197	"TRUE"	1	"non-significant"
"sp|O43312|MTSS1_HUMANMetastasissuppressorprotein1OS=HomosapiensGN=MTSS1PE=1SV=2;tr|H0YB53|H0YB53_HUMANMetastasissuppressorprotein1(Fragment)OS=HomosapiensGN=MTSS1PE=1SV=1;tr|E7EWW5|E7EWW5_HUMANMetastasissuppressorprotein1OS=HomosapiensGN=MTSS1PE=1SV=1;tr|H0YAZ8|H0YAZ8_HUMANMetastasissuppressorprotein1(Fragment)OS=HomosapiensGN=MTSS1PE=1SV=1;tr|H0YBL3|H0YBL3_HUMANMetastasissuppressorprotein1(Fragment)OS=HomosapiensGN=MTSS1PE=1SV=1;tr|E5RJX3|E5RJX3_HUMANMetastasissuppressorprotein1(Fragment)OS=HomosapiensGN=MTSS1PE=1SV=1"	0.0411015749512386	0.255249955455188	-0.18579877048879	"TRUE"	1	"non-significant"
"sp|O43396|TXNL1_HUMANThioredoxin-likeprotein1OS=HomosapiensGN=TXNL1PE=1SV=3;tr|K7ER96|K7ER96_HUMANThioredoxin-likeprotein1(Fragment)OS=HomosapiensGN=TXNL1PE=1SV=1;tr|K7EML9|K7EML9_HUMANThioredoxin-likeprotein1(Fragment)OS=HomosapiensGN=TXNL1PE=1SV=1;tr|K7EKG2|K7EKG2_HUMANThioredoxin-likeprotein1(Fragment)OS=HomosapiensGN=TXNL1PE=1SV=1;tr|K7EPB7|K7EPB7_HUMANThioredoxin-likeprotein1OS=HomosapiensGN=TXNL1PE=1SV=1;tr|K7EME7|K7EME7_HUMANThioredoxin-likeprotein1(Fragment)OS=HomosapiensGN=TXNL1PE=1SV=1"	0.12180618308499	0.3794864499456	-0.14473701637629	"TRUE"	1	"non-significant"
"sp|O43707|ACTN4_HUMANAlpha-actinin-4OS=HomosapiensGN=ACTN4PE=1SV=2;tr|F5GXS2|F5GXS2_HUMANAlpha-actinin-4OS=HomosapiensGN=ACTN4PE=1SV=2;tr|H7C144|H7C144_HUMANAlpha-actinin-4(Fragment)OS=HomosapiensGN=ACTN4PE=1SV=1;tr|K7EJH8|K7EJH8_HUMANAlpha-actinin-4(Fragment)OS=HomosapiensGN=ACTN4PE=1SV=1;tr|K7EP19|K7EP19_HUMANAlpha-actinin-4(Fragment)OS=HomosapiensGN=ACTN4PE=1SV=1"	0.168172310056341	0.414202171064692	0.106201340968822	"TRUE"	1	"non-significant"
